CustomerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChargesTotal,ChargesMonthly
1729-VLAZJ,No,Female,0,0,1,10,0,0,One year,0,Mailed check,DSL,Yes,Yes,No,Yes,No,No,411.45,40.25
1730-VFMWO,No,Female,0,1,0,34,1,0,Month-to-month,0,Bank transfer (automatic),DSL,No,No,No,Yes,No,No,1815.3,50.2
1730-ZMAME,No,Female,1,0,0,32,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,2665.0,79.5
1731-TVIUK,Yes,Female,0,0,0,4,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,Yes,No,Yes,362.2,93.5
1732-FEKLD,No,Female,0,0,0,54,1,1,One year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,No,5121.75,94.75
1732-VHUBQ,Yes,Female,1,1,1,47,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,No,No,No,No,No,No,3309.25,70.55
1734-ZMNTZ,No,Female,0,1,1,11,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,300.7,25.0
1735-XMJVH,No,Male,0,1,1,8,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,152.6,19.35
1736-FCXMC,N/A,Male,0,0,0,56,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,Yes,No,Yes,5124.6,94.45
1740-CSDJP,Yes,Male,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),DSL,No,No,No,No,No,Yes,35.25,35.25
1741-WTPON,No,Male,0,1,1,56,1,1,Two year,0,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6567.9,115.85
1744-JHKYS,No,Female,0,1,0,34,1,1,Month-to-month,0,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,780.2,24.7
1746-TGTWV,No,Male,0,1,0,1,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,No,No,Yes,No,No,No,75.35,75.35
1750-CSKKM,Yes,Male,0,0,1,9,1,0,Month-to-month,0,Electronic check,DSL,No,No,No,No,Yes,No,449.75,55.35
1751-NCDLI,No,Male,1,1,0,46,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,4564.9,98.85
1752-OZXFY,No,Male,0,1,0,60,1,0,One year,1,Mailed check,DSL,Yes,No,No,No,Yes,No,3561.15,59.8
1754-GKYPY,No,Male,1,1,0,22,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,No,No,No,Yes,Yes,1938.9,89.75
1755-FZQEC,No,Male,0,0,0,39,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,791.15,19.9
1755-RMCXH,No,Male,0,1,1,2,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40.25,20.3
1757-TCATG,No,Male,0,1,1,35,1,0,One year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,746.75,20.05
1760-CAZHT,No,Male,0,0,1,25,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,460.2,20.8
1761-AEZZR,Yes,Male,0,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,No,79.55,79.55
1763-KUAAW,No,Female,1,0,0,18,1,0,One year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,369.6,20.35
1763-WQFUK,No,Male,0,0,0,3,1,0,Month-to-month,1,Mailed check,DSL,No,No,No,Yes,No,No,147.75,50.5
1764-VUUMT,No,Male,0,0,1,66,1,0,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1269.1,19.95
1766-GKNMI,No,Male,0,0,0,29,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,2516.2,84.9
1766-UMRDB,N/A,Male,1,0,0,34,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,No,No,No,No,No,No,2275.1,69.15
1767-CJKBA,No,Male,0,0,0,66,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1697.7,25.1
1767-TGTKO,No,Female,0,1,1,8,1,0,Month-to-month,1,Electronic check,DSL,No,No,No,No,No,No,411.75,45.45
1768-HNVGJ,No,Female,1,0,0,45,1,1,Month-to-month,1,Electronic check,DSL,Yes,No,No,Yes,No,Yes,3062.45,70.05
1768-ZAIFU,Yes,Female,1,0,0,1,0,0,Month-to-month,1,Electronic check,DSL,No,No,No,No,No,No,25.2,25.2
1769-GRUIK,No,Female,0,0,0,18,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,1247.75,71.1
1771-OADNZ,Yes,Male,1,1,0,29,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,No,Yes,2745.2,95.9
1775-KWJKQ,No,Male,0,1,1,72,1,1,Two year,0,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,6562.9,89.85
1776-SPBWV,No,Female,0,1,1,34,1,0,One year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,682.1,20.1
1777-JYQPJ,No,Male,0,0,0,2,0,0,Month-to-month,0,Mailed check,DSL,No,No,No,No,No,No,38.45,24.3
1779-PWPMG,No,Female,1,1,0,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8333.95,114.65
1784-BXEFA,No,Female,0,0,0,10,1,0,Month-to-month,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,187.35,20.55
1784-EZDKJ,No,Male,0,1,0,51,1,1,One year,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,5498.8,106.8
1785-BPHTP,No,Male,0,1,1,28,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,2289.9,85.45
1790-NESIO,No,Female,0,0,0,13,1,0,Two year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,261.3,20.4
1791-PQHBB,No,Female,0,0,1,2,1,0,Month-to-month,1,Credit card (automatic),DSL,Yes,No,No,No,No,Yes,125.95,61.2
1792-UXAFY,Yes,Female,1,0,0,17,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,1496.9,89.15
1794-HBQTJ,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),DSL,Yes,No,No,No,No,No,48.6,48.6
1794-SWWKL,No,Male,0,1,1,15,1,1,Month-to-month,1,Bank transfer (automatic),DSL,No,No,Yes,Yes,No,No,867.1,59.65
1796-JANOW,No,Female,0,0,0,2,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,38.15,19.95
1803-BGNBD,No,Female,0,0,0,12,1,0,Month-to-month,1,Electronic check,DSL,No,Yes,No,Yes,No,No,654.5,54.3
1809-DMJHQ,Yes,Female,0,0,1,5,1,0,Month-to-month,0,Mailed check,DSL,No,No,No,No,No,No,221.7,46.0
1810-BOHSY,No,Male,0,1,0,51,1,1,One year,1,Credit card (automatic),Fiber optic,Yes,Yes,No,No,No,Yes,4911.05,96.4
1810-MVMAI,No,Male,0,1,1,30,1,1,Month-to-month,0,Electronic check,DSL,Yes,Yes,Yes,Yes,No,No,2000.2,67.6
1813-JLKWR,No,Female,0,1,1,64,1,0,One year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1336.65,19.8
1813-JYWTO,No,Female,0,1,0,72,1,1,Two year,0,Bank transfer (automatic),Fiber optic,Yes,No,No,No,No,No,5737.6,80.45
1814-DKOLC,No,Female,0,0,0,5,1,1,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,134.75,25.45
1814-WFGVS,No,Male,0,1,1,72,0,0,Two year,0,Mailed check,DSL,Yes,No,Yes,Yes,Yes,No,3527.0,48.9
1816-FLZDK,No,Male,0,0,0,1,0,0,Month-to-month,0,Mailed check,DSL,No,No,No,Yes,No,No,29.15,29.15
1818-ESQMW,No,Female,0,0,0,27,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,Yes,No,Yes,2383.6,89.2
1820-DJFPH,No,Female,0,1,1,72,1,1,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1709.15,24.05
1820-TQVEV,Yes,Male,0,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,69.55,69.55
1821-BUCWY,No,Male,0,0,0,30,1,0,Two year,1,Mailed check,DSL,Yes,No,Yes,No,No,No,1653.85,55.65
1830-GGFNM,No,Male,0,1,1,65,1,1,Two year,0,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,No,6078.75,94.55
1830-IPXVJ,No,Female,0,1,1,61,1,0,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1311.6,19.75
1832-PEUTS,No,Male,0,1,1,62,1,1,Two year,1,Credit card (automatic),Fiber optic,No,No,Yes,No,Yes,No,5411.65,89.1
1833-TCXKK,No,Male,0,1,0,45,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,4882.8,107.75
1833-VGRUM,Yes,Female,1,0,0,1,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,74.2,74.2
1834-ABKHQ,No,Female,0,1,1,52,1,0,One year,1,Bank transfer (automatic),DSL,No,No,Yes,No,No,No,2610.65,50.95
1834-WULEG,No,Male,0,1,1,24,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,439.75,20.25
1837-YQUCE,No,Female,0,0,0,70,0,0,Two year,1,Bank transfer (automatic),DSL,Yes,No,Yes,Yes,Yes,Yes,4214.25,58.35
1839-FBNFR,No,Female,0,1,1,39,1,0,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,854.8,19.85
1839-UMACK,No,Male,0,0,0,42,1,1,One year,0,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,949.85,25.05
1840-BIUOG,No,Male,0,0,0,20,1,1,One year,1,Electronic check,DSL,No,Yes,No,Yes,Yes,No,1416.2,68.7
1841-YSJGV,No,Male,0,1,0,72,1,1,Two year,1,Credit card (automatic),Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7852.4,109.95
1842-EZJMK,Yes,Male,0,1,1,50,1,1,Month-to-month,0,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,Yes,5071.05,103.7
1843-TLSGD,No,Female,0,1,1,13,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,272.35,20.85
1845-CSBRZ,No,Female,1,1,1,22,1,1,Month-to-month,0,Bank transfer (automatic),Fiber optic,No,No,No,No,Yes,No,1961.6,85.35
1845-ZLLIG,No,Male,0,0,0,1,1,0,Month-to-month,1,Mailed check,DSL,No,Yes,No,No,No,No,50.15,50.15
1846-XWOQN,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,70.15,70.15
1848-LBZHY,No,Female,0,1,0,7,1,0,Month-to-month,1,Bank transfer (automatic),DSL,Yes,No,No,No,No,No,355.1,50.3
1849-RJYIG,No,Female,0,0,0,8,1,0,Month-to-month,1,Electronic check,DSL,Yes,No,No,No,Yes,No,487.75,60.0
1850-AKQEP,No,Male,0,0,1,8,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,178.7,20.35
1852-QSWCD,No,Male,0,1,1,64,1,1,Two year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1514.85,24.8
1852-XEMDW,No,Male,0,0,0,22,1,1,Month-to-month,0,Mailed check,DSL,Yes,Yes,Yes,No,No,No,1427.55,65.05
1853-ARAAQ,No,Female,0,0,0,26,0,0,Month-to-month,1,Credit card (automatic),DSL,No,No,Yes,No,Yes,Yes,1277.5,50.35
1853-UDXBW,Yes,Male,0,1,1,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,70.0,70.0
1855-AGAWH,No,Male,0,1,0,31,1,0,One year,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,2939.8,93.8
1855-CFULU,No,Female,1,0,0,4,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,91.45,20.05
1862-QRWPE,No,Female,0,1,1,48,1,0,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1057.0,20.65
1862-SKORY,Yes,Female,1,1,0,40,0,0,Month-to-month,1,Electronic check,DSL,No,Yes,No,No,Yes,No,1637.4,39.3
1866-DIOQZ,No,Female,0,1,0,71,0,0,One year,0,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,4689.15,66.8
1866-NXPSP,No,Female,0,0,0,36,1,0,One year,1,Mailed check,DSL,Yes,Yes,Yes,Yes,No,Yes,2680.15,75.55
1866-OBPNR,No,Male,0,1,1,1,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,No,Yes,No,No,No,No,74.6,74.6
1866-RZZQS,Yes,Male,1,0,0,41,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,4187.75,98.4
1866-ZSLJM,No,Male,0,0,0,21,1,0,Month-to-month,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,402.85,20.5
1867-BDVFH,Yes,Male,0,1,1,11,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,834.2,74.35
1867-RAWZK,N/A,Male,0,1,1,19,1,1,Month-to-month,0,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,Yes,2012.7,103.3
1867-TJHTS,No,Female,0,0,0,58,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,Yes,No,No,No,No,No,4526.85,79.8
1871-MOWRM,Yes,Male,0,1,0,12,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,Yes,No,No,Yes,No,No,866.45,80.85
1872-EBWSC,No,Female,0,0,0,29,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,617.35,20.35
1875-QIVME,Yes,Female,0,1,0,2,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,Yes,242.8,104.4
1877-HKBQX,No,Female,0,0,0,11,1,0,One year,1,Mailed check,DSL,Yes,No,No,Yes,No,No,617.85,54.6
1891-FZYSA,Yes,Male,1,1,0,69,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,6143.15,89.95
1891-QRQSA,No,Male,1,1,1,64,1,1,Two year,1,Bank transfer (automatic),Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7099.0,111.6
1891-UAWWU,Yes,Female,1,1,0,20,1,1,Month-to-month,0,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,1951.0,90.8
1894-IGFSG,Yes,Female,0,0,0,22,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,1907.85,89.25
1895-QTKDO,No,Female,0,0,0,1,1,0,Month-to-month,0,Credit card (automatic),DSL,No,No,No,No,No,No,43.95,43.95
1897-OKVMW,No,Female,0,1,1,64,1,1,Two year,1,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,Yes,5817.45,90.6
1897-RCFUM,No,Female,0,1,1,39,1,1,One year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,914.6,24.2
1898-JSNDC,No,Female,0,0,0,39,1,0,One year,1,Credit card (automatic),DSL,No,Yes,No,No,Yes,No,2224.5,58.6
1899-VXWXM,Yes,Male,0,0,0,48,1,1,One year,1,Credit card (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,5082.8,106.1
1902-XBTFB,Yes,Male,0,0,1,22,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,2001.5,89.4
1904-WAJAA,No,Female,0,1,1,24,1,1,Two year,0,Electronic check,DSL,Yes,Yes,Yes,No,No,No,1558.65,64.35
1905-OEILC,No,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.5,19.5
1907-UBQFC,Yes,Male,1,0,0,10,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,688.65,72.85
1907-YLNYW,No,Male,0,0,0,8,1,0,Month-to-month,1,Electronic check,DSL,Yes,No,Yes,No,No,Yes,579.0,66.7
1910-FMXJM,No,Female,0,1,0,36,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,No,Yes,2937.65,80.4
1915-IOFGU,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Electronic check,Fiber optic,No,No,No,No,No,No,70.5,70.5
1915-OAKWD,No,Female,0,0,1,16,1,0,One year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,360.35,19.3
1918-ZBFQJ,Yes,Female,0,0,0,13,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,1111.65,79.25
1919-RTPQD,No,Male,0,1,1,7,1,0,Month-to-month,0,Electronic check,DSL,No,No,No,No,No,No,333.65,44.75
1921-KYSAY,No,Female,0,0,0,41,1,1,One year,1,Electronic check,DSL,No,No,Yes,Yes,No,Yes,2877.05,68.6
1925-GMVBW,No,Female,0,0,0,5,1,0,Month-to-month,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,96.1,20.55
1925-LFCZZ,No,Male,1,0,0,55,0,0,One year,1,Bank transfer (automatic),DSL,No,No,Yes,No,Yes,Yes,2743.45,50.05
1925-TIBLE,Yes,Female,0,1,0,7,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,No,582.5,86.5
1926-QUZNN,No,Female,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1841.2,25.25
1927-QEWMY,No,Female,0,1,0,72,1,0,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1502.25,20.5
1928-BXYIV,No,Male,0,0,0,1,1,1,Month-to-month,0,Electronic check,DSL,Yes,Yes,No,No,No,No,61.15,61.15
1929-ZCBHE,No,Male,0,1,1,47,0,0,One year,0,Electronic check,DSL,Yes,No,Yes,Yes,No,No,1794.8,40.3
1930-BZLHI,No,Male,0,0,0,21,1,0,One year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,422.7,20.35
1930-QPBVZ,No,Male,0,1,1,68,1,0,Two year,0,Bank transfer (automatic),Fiber optic,Yes,Yes,No,Yes,No,Yes,6683.4,95.1
1930-WNXSB,No,Male,0,1,1,58,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,5305.05,92.85
1932-UEDCX,No,Male,1,1,0,33,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,Yes,No,No,Yes,Yes,3270.25,100.6
1934-MKPXS,No,Male,0,1,1,33,1,0,One year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,620.55,20.1
1934-SJVJK,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,20.15
1935-IMVBB,No,Male,0,1,0,56,1,0,Month-to-month,0,Mailed check,Fiber optic,No,No,No,No,Yes,Yes,4952.95,89.7
1936-CZAKF,No,Male,0,1,0,49,0,0,Two year,0,Credit card (automatic),DSL,No,Yes,No,No,Yes,Yes,2409.9,49.65
1936-UAFEH,No,Female,0,0,0,68,1,1,Two year,0,Credit card (automatic),Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7279.35,110.25
1937-OTUKY,No,Female,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,Yes,No,Yes,Yes,Yes,No,7015.9,98.2
1941-HOSAM,No,Male,0,1,1,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,90.1,90.1
1942-OQFRW,No,Male,0,0,0,1,1,0,Month-to-month,0,Electronic check,DSL,No,No,No,No,No,No,44.0,44.0
1945-XISKS,No,Female,0,1,0,67,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1335.2,19.65
1950-KSVVJ,No,Female,0,1,0,45,1,1,One year,0,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,5032.25,113.3
1951-IEYXM,No,Male,0,1,1,72,1,1,Two year,1,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,6441.85,90.6
1952-DVVSW,No,Female,0,1,0,10,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,184.4,20.1
1955-IBMMB,No,Male,0,0,0,59,1,0,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1192.3,20.2
1956-YIFGE,No,Male,0,1,1,22,1,0,One year,1,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,Yes,2090.25,100.05
1958-RNRKS,No,Male,0,1,0,30,1,1,Month-to-month,0,Electronic check,DSL,No,No,No,No,No,No,1441.95,49.9
1960-UOTYM,No,Male,0,1,1,52,1,0,Two year,0,Electronic check,DSL,Yes,Yes,Yes,No,Yes,Yes,4016.3,79.2
1960-UYCNN,No,Male,0,0,0,10,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,Yes,No,No,Yes,1021.55,95.25
1963-SVUCV,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Electronic check,DSL,No,No,No,No,No,No,45.3,45.3
1963-VAUKV,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,20.4
1964-SVLEA,No,Male,0,0,0,20,1,0,One year,1,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,415.9,19.7
1965-AKTSX,Yes,Female,1,0,0,14,1,1,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,1101.85,78.95
1965-DDBWU,Yes,Male,0,0,0,16,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,No,No,Yes,No,Yes,1448.6,89.05
1970-KKFWL,No,Female,0,0,0,35,1,1,Two year,0,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,797.1,23.3
1971-DTCZB,No,Female,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,6468.6,90.95
1972-RSMOV,N/A,Female,0,1,0,40,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,780.1,19.1
1972-XMUWV,No,Female,0,1,0,65,1,0,Two year,1,Credit card (automatic),DSL,No,No,No,Yes,Yes,No,3808.2,59.8
1975-FCJTE,N/A,Female,0,1,0,45,1,1,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1121.05,25.5
1976-AZZPJ,No,Male,0,1,0,7,0,0,Month-to-month,0,Mailed check,DSL,Yes,Yes,No,No,No,No,256.6,34.2
1976-CFOCS,Yes,Female,1,1,0,1,1,0,Month-to-month,0,Electronic check,DSL,No,No,No,No,No,No,46.0,46.0
1977-STDKI,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,Yes,No,No,No,No,73.0,73.0
1980-KXVPM,Yes,Female,1,0,0,3,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,No,No,No,No,No,No,256.25,75.05
1981-INRFU,Yes,Female,0,0,0,2,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,Yes,No,164.5,79.75
1982-FEBTD,No,Female,0,1,1,23,1,1,Two year,1,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,514.75,25.6
1984-FCOWB,Yes,Female,0,1,0,70,1,1,One year,1,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7674.55,109.5
1984-GPTEH,No,Female,0,0,0,29,1,1,Month-to-month,0,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,702.0,25.15
1985-MBRYP,No,Female,0,0,0,43,1,0,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,779.25,19.65
1986-PHGZF,No,Male,1,0,0,18,1,1,Month-to-month,1,Credit card (automatic),DSL,Yes,Yes,No,No,No,No,964.9,58.4
1987-AUELQ,No,Female,0,1,0,71,1,1,Two year,0,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1873.7,25.05
1989-PRJHP,Yes,Male,1,1,0,27,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,No,1893.95,75.5
1991-VOPLL,No,Female,0,0,0,9,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,157.65,19.05
1996-DBMUS,No,Female,1,1,0,48,1,0,Month-to-month,1,Bank transfer (automatic),Fiber optic,No,No,No,No,No,No,3545.05,70.65
1998-VHJHK,No,Female,0,0,0,27,1,0,One year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,501.35,19.15
2000-DHJUY,No,Female,1,1,0,70,1,1,Two year,1,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,6474.45,92.2
2000-MPKCA,No,Female,0,0,0,58,1,1,One year,1,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,6332.75,107.75
2001-EWBQU,No,Female,0,0,0,60,1,1,Two year,0,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,6333.8,104.7
2001-MCUUW,No,Male,0,0,0,46,1,1,Two year,0,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4903.2,108.65
2002-MZHWP,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.5,20.5
2003-CKLOR,Yes,Male,0,0,0,66,1,0,Month-to-month,0,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,6710.5,99.5
2004-OCQXK,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,No,No,No,No,No,Yes,81.95,81.95
2005-DWQZJ,No,Female,0,1,1,8,1,0,Two year,0,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,201.7,19.05
2007-QVGAW,No,Female,0,1,1,68,1,0,Two year,1,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1292.65,19.35
2011-TRQYE,Yes,Male,0,0,0,18,0,0,Month-to-month,1,Credit card (automatic),DSL,No,Yes,Yes,No,No,No,600.0,33.5
2012-NWRPA,Yes,Female,1,1,0,11,1,1,Month-to-month,1,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,1131.2,99.55
